"spect3" "spect5" "spect6"
"chr4_160190373" 7 9 9
"chr4_160210408" 33 42 43
"chr4_160216983" 1 1 1
"chr4_160234295" 1 1 1
"chr4_160258548" 5 6 6
"chr4_160264306" 2 2 2
"chr4_160267277" 4 5 5
"chr4_160273150" 9 12 15
"chr4_160276707" 15 18 17
"chr4_160326004" 27 37 33
"chr4_160332103" 4 5 4
"chr4_160335063" 2 3 3
"chr4_160338074" 1 1 2
"chr4_160367530" 3 4 4
"chr4_160376798" 10 13 13
"chr4_160390961" 1 1 2
"chr4_160414918" 2 4 6
"chr4_160418941" 5 9 11
"chr4_160428379" 13 20 22
"chr4_160444447" 26 32 32
"chr4_160448146" 1 2 3
"chr4_160476006" 7 10 9
"chr4_160489826" 5 11 8
"chr4_160493305" 6 8 8
"chr4_160495399" 7 10 13
"chr4_160496631" 53 60 62
"chr4_160497633" 2 3 2
"chr4_160502233" 8 16 18
"chr4_160506132" 1 2 2
"chr4_160523492" 52 66 67
"chr4_160526777" 12 20 19
"chr4_160544784" 21 32 27
"chr4_160549029" 2 4 10
"chr4_160556217" 1 2 5
"chr4_160567736" 1 1 1
"chr4_160570876" 2 3 7
"chr4_160578690" 1 1 1
"chr4_160581233" 41 53 53
"chr4_160601123" 1 1 2
"chr4_160602438" 5 6 5
"chr4_160604466" 2 3 3
"chr4_160608702" 38 48 51
"chr4_160610739" 1 1 2
"chr4_160612332" 2 2 3
"chr4_160614191" 1 1 1
"chr4_160621710" 48 54 55
"chr4_160626342" 1 1 3
"chr4_160631131" 4 5 6
"chr4_160633629" 30 43 43
"chr4_160636615" 1 1 1
"chr4_160638985" 1 1 1
"chr4_160642684" 2 2 2
"chr4_160645480" 4 6 8
"chr4_160672025" 2 3 8
"chr4_160674450" 32 53 63
"chr4_160680335" 18 28 29
"chr4_160699690" 6 11 8
"chr4_160702950" 12 15 16
"chr4_160705948" 9 14 17
"chr4_160712892" 2 2 3
"chr4_160721435" 1 1 1
"chr4_160753174" 13 15 16
"chr4_160754663" 3 4 3
"chr4_160756038" 3 4 6
"chr4_160776295" 11 14 14
"chr4_160778304" 10 16 20
"chr4_160827143" 1 2 3
"chr4_160847941" 1 2 7
"chr4_160855062" 2 3 4
"chr4_160856549" 9 15 17
"chr4_160857868" 1 1 1
"chr4_160869986" 1 1 1
"chr4_161173111" 61 70 70
"chr4_161219927" 2 3 2
"chr4_161225005" 1 1 2
"chr4_161229918" 4 5 6
"chr4_161233895" 13 15 15
"chr4_161239328" 3 5 6
"chr4_161244197" 3 4 5
"chr4_161264662" 38 50 51
"chr4_161288094" 39 52 52
"chr4_161298335" 2 3 6
"chr4_161307060" 6 9 7
"chr4_161309325" 52 65 64
"chr4_161313555" 3 4 5
"chr4_161316038" 3 4 4
"chr4_161319790" 1 1 1
"chr4_161339675" 15 26 25
"chr4_161341979" 39 62 68
"chr4_161367393" 3 5 4
"chr4_161406235" 2 3 4
"chr4_161409633" 43 49 48
"chr4_161413634" 30 41 38
"chr4_161454751" 1 1 1
"chr4_161458462" 6 8 10
"chr4_161460013" 11 14 14
"chr4_161461767" 1 1 3
"chr4_161463452" 41 54 53
"chr4_161466318" 6 8 8
"chr4_161470774" 4 6 7
"chr4_161482091" 34 52 53
"chr4_161490608" 1 2 4
"chr4_161493077" 3 5 4
"chr4_161495008" 1 1 1
"chr4_161526346" 14 16 17
"chr4_161529693" 5 7 7
"chr4_161531272" 5 7 13
"chr4_161533617" 7 9 7
"chr4_161535209" 14 19 15
"chr4_161536774" 1 1 1
"chr4_161545500" 4 7 11
"chr4_161549611" 49 55 55
"chr4_161552200" 2 3 3
"chr4_161561895" 15 20 19
"chr4_161565723" 27 49 47
"chr4_161568317" 6 7 9
"chr4_161573895" 45 64 64
"chr4_161576583" 5 6 6
"chr4_161580188" 1 1 1
"chr4_161636642" 2 2 3
"chr4_161644677" 1 1 1
"chr4_161649356" 10 12 10
"chr4_161676166" 21 21 21
"chr4_161677362" 50 50 50
"chr4_161678589" 65 66 66
"chr4_161682561" 1 1 1
"chr4_161684210" 2 2 2
"chr4_161713516" 21 33 29
"chr4_161715436" 2 2 2
"chr4_161728266" 28 29 29
"chr4_161736057" 2 3 4
"chr4_161739375" 46 68 69
"chr4_161748695" 3 4 3
"chr4_161776319" 2 3 7
"chr4_161779504" 4 5 4
"chr4_161789839" 2 3 2
"chr4_161880649" 2 3 3
"chr4_161886167" 7 10 9
"chr4_161887908" 14 19 21
"chr4_161889658" 4 6 4
"chr4_161929300" 5 9 8
"chr4_161933600" 1 2 3
"chr4_161934969" 7 8 7
"chr4_161936604" 5 8 6
"chr4_161976001" 18 22 22
"chr4_161978211" 1 2 2
"chr4_162004781" 1 2 1
"chr4_162009703" 1 1 1
"chr4_162012401" 5 9 10
"chr4_162014546" 2 2 2
"chr4_162016022" 5 6 6
"chr4_162045242" 16 21 24
"chr4_162046639" 15 18 17
"chr4_162052600" 3 4 4
"chr4_162054259" 10 12 11
"chr4_162057264" 1 1 2
"chr4_162061322" 2 3 3
"chr4_162063624" 11 16 18
"chr4_162065420" 1 1 2
"chr4_162066867" 6 8 9
"chr4_162069826" 43 48 47
"chr4_162110586" 2 3 2
"chr4_162115850" 10 13 12
"chr4_162117529" 1 1 1
"chr4_162121800" 42 59 61
"chr4_162126515" 7 9 9
"chr4_162130361" 6 8 8
"chr4_162132667" 28 49 51
"chr4_162134510" 14 16 14
"chr4_162153576" 6 7 7
"chr4_162168450" 2 3 4
"chr4_162173780" 3 5 7
"chr4_162211060" 3 4 5
"chr4_162217481" 2 2 3
"chr4_162221186" 6 7 6
"chr4_162222787" 3 4 5
"chr4_162227302" 18 28 24
"chr4_162228635" 1 1 1
"chr4_162262775" 37 47 45
"chr4_162271165" 4 7 5
"chr4_162277424" 3 5 4
"chr4_162281702" 35 52 45
"chr4_162283433" 4 7 9
"chr4_162294744" 2 2 2
"chr4_162300179" 5 6 5
"chr4_162303831" 21 28 28
"chr4_162305515" 17 23 19
"chr4_162322583" 20 26 26
"chr4_162331262" 5 7 7
"chr4_162347346" 1 1 1
"chr4_162351282" 11 17 19
"chr4_162353249" 24 31 28
"chr4_162367116" 4 6 10
"chr4_162383225" 20 28 28
"chr4_162397182" 42 50 55
"chr4_162398780" 2 4 5
"chr4_162402487" 2 3 2
"chr4_162405221" 2 4 4
"chr4_162408325" 14 16 15
"chr4_162410132" 1 1 1
"chr4_162413979" 17 21 19
"chr4_162417720" 2 2 2
"chr4_162429718" 10 11 10
"chr4_162431596" 2 3 2
"chr4_162433745" 4 5 5
"chr4_162435303" 13 16 16
"chr4_162436989" 3 4 5
"chr4_162438619" 3 4 4
"chr4_162440283" 18 24 23
"chr4_162442716" 15 23 22
"chr4_162444186" 1 1 1
"chr4_162445791" 4 5 4
"chr4_162451549" 2 3 2
"chr4_162455257" 33 51 48
"chr4_162460596" 13 18 18
"chr4_162462571" 2 3 2
"chr4_162504629" 16 26 25
"chr4_162506771" 1 1 1
"chr4_162508849" 57 69 69
"chr4_162511584" 12 15 14
"chr4_162516153" 3 3 3
"chr4_162519493" 4 5 6
"chr4_162540819" 8 11 8
"chr4_162545165" 56 67 63
"chr4_162549162" 3 4 3
"chr4_162554371" 7 9 9
"chr4_162556535" 4 6 5
"chr4_162565985" 3 5 6
"chr4_162568183" 6 8 7
"chr4_162586284" 1 2 1
"chr4_162587626" 1 2 2
"chr4_162592959" 7 8 10
"chr4_162596129" 1 1 2
"chr4_162599712" 54 69 69
"chr4_162697667" 1 1 2
"chr4_162708988" 7 9 8
"chr4_162728939" 6 9 7
"chr4_162731310" 1 2 3
"chr4_162736901" 41 53 56
"chr4_162741578" 47 58 56
"chr4_162774954" 16 19 18
"chr4_162779942" 9 13 11
"chr4_162786365" 3 5 5
"chr4_162790350" 1 1 1
"chr4_162792949" 6 7 6
"chr4_162795463" 2 2 4
"chr4_162797483" 32 37 37
"chr4_162799789" 3 4 3
"chr4_162801795" 8 10 9
"chr4_162804772" 44 57 58
"chr4_162848065" 12 16 14
"chr4_162851971" 2 4 3
"chr4_162853823" 11 13 15
"chr4_162855647" 1 1 1
"chr4_162857552" 5 6 5
"chr4_162860094" 4 5 6
"chr4_162862016" 2 3 2
"chr4_162864041" 11 14 16
"chr4_162866552" 55 62 60
"chr4_162868566" 4 4 5
"chr4_162878810" 4 6 5
"chr4_162889166" 4 8 5
"chr4_162896521" 1 1 2
"chr4_162901586" 7 9 11
"chr4_162904231" 31 36 34
"chr4_162910060" 2 3 5
"chr4_162914440" 48 61 60
"chr4_162921287" 1 2 3
"chr4_162931513" 8 13 15
"chr4_162977621" 33 57 64
"chr4_162981447" 1 1 1
"chr4_162983923" 1 1 1
"chr4_162987260" 17 23 23
"chr4_162990404" 17 19 17
"chr4_163003211" 9 10 9
"chr4_163005068" 1 1 2
"chr4_163013626" 8 11 10
"chr4_163015145" 1 1 1
"chr4_163017660" 6 9 9
"chr4_163022020" 2 3 4
"chr4_163023602" 8 11 15
"chr4_163025413" 2 3 2
"chr4_163032415" 1 1 1
"chr4_163078658" 29 37 37
"chr4_163081815" 32 59 53
"chr4_163083707" 1 1 1
"chr4_163096836" 2 2 2
"chr4_163101242" 6 9 12
"chr4_163106505" 3 5 5
"chr4_163108879" 9 11 9
"chr4_163121954" 6 7 7
"chr4_163124416" 13 15 16
"chr4_163141924" 4 5 4
"chr4_163167935" 2 3 5
"chr4_163176674" 2 3 2
"chr4_163179515" 5 7 8
"chr4_163181291" 55 73 73
"chr4_163182454" 46 59 57
"chr4_163184023" 22 41 36
"chr4_163185518" 9 12 12
"chr4_163187738" 1 1 1
"chr4_163215019" 7 9 10
"chr4_163222083" 1 1 1
"chr4_163225446" 51 70 69
"chr4_163231366" 1 1 1
"chr4_163235601" 31 37 36
"chr4_163242911" 1 1 1
"chr4_163245179" 8 11 12
"chr4_163279652" 54 72 72
"chr4_163294280" 4 5 9
"chr4_163295809" 1 1 1
"chr4_163327034" 9 17 17
"chr4_163333118" 1 1 2
"chr4_163360894" 18 32 32
"chr4_163363796" 4 5 6
"chr4_163366534" 2 3 4
"chr4_163371835" 17 20 19
"chr4_163387489" 1 1 2
"chr4_163389511" 9 11 12
"chr4_163391619" 12 18 17
"chr4_163393230" 10 12 11
"chr4_163395291" 14 20 19
"chr4_163396594" 9 14 16
"chr4_163397884" 1 1 2
"chr4_163399203" 20 27 32
"chr4_163400608" 13 19 21
"chr4_163409626" 11 15 13
"chr4_163411392" 12 15 15
"chr4_163412635" 1 1 1
"chr4_163421336" 10 17 19
"chr4_163422834" 5 9 6
"chr4_163424276" 15 20 19
"chr4_163425679" 15 19 21
"chr4_163437164" 2 3 6
"chr4_163454070" 29 37 38
"chr4_163457519" 15 20 24
"chr4_163460453" 32 40 40
"chr4_163463882" 36 55 56
"chr4_163466177" 35 45 41
"chr4_163501225" 2 2 3
"chr4_163507550" 9 11 9
"chr4_163510951" 11 15 11
"chr4_163514718" 2 2 3
"chr4_163517463" 2 3 2
"chr4_163520548" 1 1 1
"chr4_163529632" 16 18 20
"chr4_163532407" 18 24 23
"chr4_163540416" 57 68 66
"chr4_163542470" 1 1 1
"chr4_163547276" 2 2 2
"chr4_163549289" 1 1 1
"chr4_163553376" 15 24 26
"chr4_163557310" 22 28 32
"chr4_163559245" 2 3 4
"chr4_163592538" 28 35 38
"chr4_163594255" 6 7 7
"chr4_163665459" 2 3 2
"chr4_163668013" 6 12 10
"chr4_163671372" 24 38 41
"chr4_163673827" 2 3 3
"chr4_163675660" 2 3 5
"chr4_163678801" 2 3 5
"chr4_163691790" 4 7 5
"chr4_163697944" 10 16 13
"chr4_163699808" 4 5 4
"chr4_163723593" 29 36 37
"chr4_163726052" 3 4 3
"chr4_163727955" 21 30 31
"chr4_163729556" 34 61 58
"chr4_163731516" 1 1 2
"chr4_163732993" 41 45 43
"chr4_163737716" 37 47 45
"chr4_163745020" 39 47 48
"chr4_163768696" 3 5 5
"chr4_163771386" 39 47 47
"chr4_163774595" 14 27 25
"chr4_163798157" 4 5 5
"chr4_163804183" 12 17 16
"chr4_163806624" 25 39 41
"chr4_163809633" 1 1 2
"chr4_163812383" 1 1 1
"chr4_163815955" 53 66 64
"chr4_163823510" 15 18 18
"chr4_163834545" 2 3 2
"chr4_163841579" 1 1 1
"chr4_163843556" 19 23 24
"chr4_163846056" 16 22 23
"chr4_163858142" 6 7 8
"chr4_163865195" 7 10 10
"chr4_163868723" 2 3 2
"chr4_163870733" 2 3 3
"chr4_163873260" 2 3 2
"chr4_163884529" 32 41 43
"chr4_163887342" 41 53 54
"chr4_163895171" 18 24 25
"chr4_163899396" 1 1 1
"chr4_163904245" 3 4 4
"chr4_163907416" 1 1 1
"chr4_163913360" 14 17 18
"chr4_163919338" 2 3 3
"chr4_163929280" 1 1 1
"chr4_163990627" 4 7 10
"chr4_164011072" 1 1 1
"chr4_164020122" 2 3 3
"chr4_164024882" 1 1 1
"chr4_164026954" 9 12 11
"chr4_164028864" 11 13 11
"chr4_164049532" 1 2 1
"chr4_164053681" 2 3 4
"chr4_164057299" 4 8 7
"chr4_164060495" 2 3 3
"chr4_164063045" 44 53 50
"chr4_164081627" 4 6 5
"chr4_164088992" 4 5 5
"chr4_164092181" 8 15 16
"chr4_164096198" 2 2 3
"chr4_164111052" 2 4 4
"chr4_164118959" 7 11 12
"chr4_164120947" 2 2 2
"chr4_164128398" 2 3 2
"chr4_164131064" 1 1 1
"chr4_164133786" 41 46 46
"chr4_164139146" 11 16 15
"chr4_164144740" 2 2 4
"chr4_164151754" 44 51 50
"chr4_164172031" 2 2 3
"chr4_164174171" 2 3 3
"chr4_164176338" 5 6 7
"chr4_164180394" 32 41 42
"chr4_164183449" 5 6 5
"chr4_164188514" 37 44 42
"chr4_164193887" 40 55 51
"chr4_164196400" 3 4 3
"chr4_164199722" 20 24 29
"chr4_164247685" 36 47 51
"chr4_164253413" 3 4 4
"chr4_164257199" 11 14 16
"chr4_164262071" 1 1 2
"chr4_164271695" 4 5 4
"chr4_164276016" 1 2 3
"chr4_164286533" 4 6 8
"chr4_164291368" 3 4 5
"chr4_164293871" 6 7 6
"chr4_164296495" 4 5 4
"chr4_164313797" 8 10 12
"chr4_164339914" 1 1 1
"chr4_164346849" 9 12 12
"chr4_164445974" 4 6 8
"chr4_164447892" 1 1 1
"chr4_164461777" 1 1 2
"chr4_164466114" 1 1 2
"chr4_164468819" 2 2 3
"chr4_164470641" 3 4 4
"chr4_164477786" 1 1 1
"chr4_164482800" 46 56 56
"chr4_164485646" 42 51 51
"chr4_164491950" 1 1 1
"chr4_164494138" 2 2 2
"chr4_164498036" 41 48 50
"chr4_164502757" 4 6 7
"chr4_164508918" 3 6 4
"chr4_164513956" 50 67 66
"chr4_164517509" 45 71 73
"chr4_164527457" 49 63 71
"chr4_164529575" 37 57 50
"chr4_164598173" 1 1 1
"chr4_164603462" 1 1 1
"chr4_164608806" 1 1 1
"chr4_164618680" 1 2 1
"chr4_164668005" 4 6 7
"chr4_164671965" 10 15 13
"chr4_164673776" 3 4 4
"chr4_164679218" 17 23 25
"chr4_164682203" 1 1 1
"chr4_164686172" 5 6 8
"chr4_164688855" 6 8 9
"chr4_164690960" 22 28 30
"chr4_164694191" 15 18 19
"chr4_164696896" 7 8 8
"chr4_164700846" 30 39 38
"chr4_164708282" 2 3 2
"chr4_164711599" 8 14 10
"chr4_164714761" 1 1 1
"chr4_164717361" 3 4 3
"chr4_164719597" 21 25 27
"chr4_164722149" 4 6 6
"chr4_164732428" 3 4 3
"chr4_164735633" 8 11 11
"chr4_164741689" 1 1 4
"chr4_164744336" 21 30 27
"chr4_164778245" 19 22 21
"chr4_164783896" 17 21 18
"chr4_164788576" 21 26 27
"chr4_164794041" 16 24 27
"chr4_164798745" 23 27 29
"chr4_164802572" 6 9 9
"chr4_164805696" 1 1 2
"chr4_164807824" 5 7 6
"chr4_164827385" 3 4 4
"chr4_164829658" 16 20 23
"chr4_164832287" 15 19 17
"chr4_164849337" 19 24 24
"chr4_164851812" 4 5 6
"chr4_164854166" 2 3 3
"chr4_164855827" 8 9 9
"chr4_164857868" 4 5 4
"chr4_164860679" 2 2 2
"chr4_164864335" 2 3 4
"chr4_164867061" 19 29 23
"chr4_164872774" 2 3 4
"chr4_164876319" 10 17 13
"chr4_164879335" 2 3 2
"chr4_164896708" 22 28 27
"chr4_164919339" 22 25 25
"chr4_164921937" 5 6 5
"chr4_164946939" 1 1 1
"chr4_164952339" 3 4 5
"chr4_164954809" 2 2 4
"chr4_164957617" 21 25 22
"chr4_164960638" 5 6 5
"chr4_164963191" 1 1 4
"chr4_164968159" 13 17 21
"chr4_164970225" 16 23 33
"chr4_164972606" 15 19 19
"chr4_164977135" 21 25 23
"chr4_164980188" 1 2 1
"chr4_164983395" 4 6 7
"chr4_165017850" 3 4 4
"chr4_165029022" 20 26 26
"chr4_165033651" 1 1 3
"chr4_165051102" 2 3 4
"chr4_165072538" 1 1 1
"chr4_165104810" 11 16 20
"chr4_165114413" 4 6 10
"chr4_165118090" 12 15 14
"chr4_165121617" 21 26 27
"chr4_165124207" 2 2 2
"chr4_165126051" 1 1 1
"chr4_165128712" 1 1 1
"chr4_165132648" 22 26 25
"chr4_165134987" 4 5 5
"chr4_165138947" 2 3 3
"chr4_165141312" 5 6 7
"chr4_165143255" 3 4 3
"chr4_165144974" 6 8 9
"chr4_165146833" 9 11 12
"chr4_165148572" 8 11 13
"chr4_165159162" 5 6 5
"chr4_165160944" 2 2 2
"chr4_165162349" 2 2 2
"chr4_165165525" 5 6 5
"chr4_165169816" 1 1 2
"chr4_165176642" 4 7 10
"chr4_165183398" 35 44 45
"chr4_165193619" 19 27 27
"chr4_165197319" 6 9 7
"chr4_165199474" 24 32 33
"chr4_165204471" 3 4 3
"chr4_165218236" 7 9 12
"chr4_165222599" 18 22 21
"chr4_165226928" 2 2 2
"chr4_165278839" 9 12 12
"chr4_165280462" 18 23 21
"chr4_165302706" 1 1 2
"chr4_165306463" 16 19 22
"chr4_165330455" 18 25 26
"chr4_165332279" 26 34 36
"chr4_165334024" 2 3 3
"chr4_165335751" 16 24 30
"chr4_165337831" 2 3 4
"chr4_165339669" 16 22 25
"chr4_165345525" 6 8 16
"chr4_165386485" 14 19 18
"chr4_165396105" 7 13 10
"chr4_165415878" 1 1 1
"chr4_165419807" 13 16 15
"chr4_165421243" 1 1 1
"chr4_165428133" 2 3 4
"chr4_165437379" 8 11 11
"chr4_165464854" 22 26 26
"chr4_165467709" 6 9 6
"chr4_165490818" 23 29 32
"chr4_165806135" 3 4 4
"chr4_165812849" 34 49 44
"chr4_165815917" 2 4 7
"chr4_165820747" 5 5 5
"chr4_165830085" 9 11 11
"chr4_165831772" 4 5 5
"chr4_165850604" 1 1 2
"chr4_165853320" 25 31 32
"chr4_165856377" 12 15 19
"chr4_165867873" 13 19 21
"chr4_165870207" 1 1 1
"chr4_165873519" 19 25 25
"chr4_165881891" 5 6 5
"chr4_165887011" 19 24 22
"chr4_165892270" 1 1 3
"chr4_165901665" 8 12 12
"chr4_166082907" 20 32 41
"chr4_166127365" 16 33 36
"chr4_166137203" 9 20 18
"chr4_166194565" 1 2 3
"chr4_166242814" 14 15 16
"chr4_166244955" 14 15 15
"chr4_166301718" 4 5 6
"chr4_166318413" 4 5 5
"chr4_166326184" 52 57 58
"chr4_166332837" 10 14 12
"chr4_166334472" 58 62 59
"chr4_166337083" 6 7 6
"chr4_166338852" 24 29 27
"chr4_166340836" 12 19 24
"chr4_166342372" 10 12 14
"chr4_166344028" 7 9 8
"chr4_166346063" 1 1 2
"chr4_166354950" 1 1 1
"chr4_166358609" 4 6 4
"chr4_166363061" 14 17 16
"chr4_166364780" 1 1 2
"chr4_166368774" 12 17 18
"chr4_166369806" 4 7 7
"chr4_166371250" 5 7 7
"chr4_166373112" 1 1 2
"chr4_166418869" 8 13 12
"chr4_166420955" 2 3 5
"chr4_166423785" 2 2 2
"chr4_166434734" 1 2 2
"chr4_166437427" 1 1 1
"chr4_166439734" 15 21 24
"chr4_166441576" 8 11 15
"chr4_166443808" 6 8 8
"chr4_166448011" 1 1 1
"chr4_166458754" 2 3 2
"chr4_166475799" 10 15 17
"chr4_166483671" 3 6 3
"chr4_166494370" 2 3 6
"chr4_166499800" 11 14 15
"chr4_166508510" 10 16 19
"chr4_166531716" 7 8 9
"chr4_166534275" 2 2 3
"chr4_166539505" 2 2 2
"chr4_166543983" 2 3 2
"chr4_166546392" 3 4 3
"chr4_166553717" 3 5 4
"chr4_166559962" 4 6 10
"chr4_166562522" 1 1 2
"chr4_166568987" 1 1 1
"chr4_166601531" 1 1 1
"chr4_166622131" 16 19 18
"chr4_166623546" 6 7 8
"chr4_166625248" 55 66 65
"chr4_166631717" 12 18 17
"chr4_166643590" 8 12 9
"chr4_166646914" 12 17 14
"chr4_166650270" 17 19 20
"chr4_166653848" 41 55 63
"chr4_166655952" 18 21 20
"chr4_166663326" 3 4 4
"chr4_166666749" 9 11 10
"chr4_166670701" 14 16 15
"chr4_166674780" 6 10 8
"chr4_166683018" 5 6 9
"chr4_166694188" 23 34 37
"chr4_166702710" 1 1 1
"chr4_166711916" 2 3 2
"chr4_166726202" 2 3 3
"chr4_166729548" 1 1 1
"chr4_166733571" 1 2 3
"chr4_166751039" 2 3 4
"chr4_166774938" 10 16 13
"chr4_166777267" 16 23 25
"chr4_166779334" 3 4 3
"chr4_166810105" 7 12 13
"chr4_166827370" 3 5 3
"chr4_166829027" 17 30 35
"chr4_166842799" 3 6 10
"chr4_166860532" 22 29 29
"chr4_166862380" 4 6 4
"chr4_166866890" 4 8 10
"chr4_166869955" 28 43 40
"chr4_166875435" 2 4 4
"chr4_166877803" 4 5 4
"chr4_166886935" 3 5 6
"chr4_166967713" 30 48 49
"chr4_166972338" 19 35 33
"chr4_166975795" 6 11 7
"chr4_166978946" 2 4 7
"chr4_166980810" 3 5 10
"chr4_166983079" 2 3 3
"chr4_167027544" 11 16 15
"chr4_167036440" 2 3 6
"chr4_167038664" 6 9 9
"chr4_167040281" 1 2 1
"chr4_167042621" 2 4 5
"chr4_167063193" 3 6 5
"chr4_167067520" 24 38 43
"chr4_167083810" 4 8 6
"chr4_167088587" 1 2 2
"chr4_167096223" 4 7 6
"chr4_167098930" 1 1 1
"chr4_167100643" 10 13 14
"chr4_167102740" 27 47 52
"chr4_167107438" 10 12 12
"chr4_167109941" 2 3 2
"chr4_167111660" 3 4 3
"chr4_167114077" 4 6 7
"chr4_167115910" 28 31 32
"chr4_167117736" 2 2 2
"chr4_167121068" 1 1 1
"chr4_167122391" 1 1 1
"chr4_167124223" 5 7 6
"chr4_167126126" 2 3 7
"chr4_167165549" 1 1 1
"chr4_167205966" 3 4 3
"chr4_167207553" 3 4 4
"chr4_167213154" 19 25 25
"chr4_167216081" 28 37 40
"chr4_167221107" 1 2 3
"chr4_167225577" 19 26 32
"chr4_167227479" 50 72 71
"chr4_167232048" 4 6 6
"chr4_167233978" 22 43 39
"chr4_167249081" 1 1 1
"chr4_167252256" 5 5 5
"chr4_167276104" 10 13 13
"chr4_167278969" 1 1 1
"chr4_167286806" 8 13 10
"chr4_167294532" 11 12 11
"chr4_167299927" 2 3 2
"chr4_167314695" 3 4 3
"chr4_167355891" 1 1 2
"chr4_167361792" 8 11 9
"chr4_167365915" 3 4 7
"chr4_167373094" 4 6 4
"chr4_167376353" 11 16 17
"chr4_167380542" 9 11 15
"chr4_167393693" 8 10 10
"chr4_167398028" 1 1 1
"chr4_167400505" 3 4 4
"chr4_167403229" 11 12 11
"chr4_167438585" 3 5 5
"chr4_167442600" 9 11 11
"chr4_167476938" 4 7 4
"chr4_167509972" 2 2 2
"chr4_167512290" 2 3 3
"chr4_167514635" 1 1 2
"chr4_167521991" 66 71 73
"chr4_167540887" 1 1 1
"chr4_167568121" 1 1 1
"chr4_167576910" 33 41 41
"chr4_167586710" 7 10 12
"chr4_167593904" 2 3 2
"chr4_167613231" 3 4 4
"chr4_167615656" 20 30 32
"chr4_167632358" 2 3 3
"chr4_167634190" 27 34 36
"chr4_167638432" 23 29 29
"chr4_167641410" 46 53 52
"chr4_167643867" 26 32 34
"chr4_167652272" 3 4 4
"chr4_167667427" 11 13 11
"chr4_167672373" 20 27 26
"chr4_167681215" 3 5 5
"chr4_167700016" 1 1 2
"chr4_167708082" 27 38 39
"chr4_167751810" 3 4 6
"chr4_167758013" 2 3 3
"chr4_167760777" 28 35 38
"chr4_167765218" 10 13 12
"chr4_167768577" 2 3 2
"chr4_167780278" 5 7 5
"chr4_167802138" 43 52 48
"chr4_167820339" 9 11 12
"chr4_167823082" 1 1 1
"chr4_167826668" 54 63 65
"chr4_167836881" 4 5 5
"chr4_167862727" 7 8 9
"chr4_167865393" 6 9 16
"chr4_167883837" 6 7 9
"chr4_167893731" 3 4 5
"chr4_167918740" 16 20 18
"chr4_167931473" 3 4 3
"chr4_167936258" 1 1 2
"chr4_167942788" 22 27 25
"chr4_167946293" 47 61 68
"chr4_167949543" 1 1 1
"chr4_167977080" 1 1 4
"chr4_167992073" 1 1 1
"chr4_168006348" 1 1 1
"chr4_168009674" 44 60 68
"chr4_168024475" 16 16 16
"chr4_168028979" 7 7 7
"chr4_168036829" 2 2 2
"chr4_168048003" 1 1 1
"chr4_168079393" 16 23 21
"chr4_168095257" 57 72 70
"chr4_168098100" 6 8 9
"chr4_168121580" 5 6 6
"chr4_168143085" 14 16 17
"chr4_168144990" 43 71 70
"chr4_168162451" 2 3 2
"chr4_168166416" 1 1 4
"chr4_168176680" 15 23 18
"chr4_168179126" 5 9 16
"chr4_168181804" 6 7 9
"chr4_168184312" 12 17 17
"chr4_168206273" 38 50 50
"chr4_168215106" 23 25 24
"chr4_168283609" 1 1 1
"chr4_168287504" 1 1 1
"chr4_168292043" 5 6 5
"chr4_168297351" 4 5 4
"chr4_168304063" 2 3 3
"chr4_168308786" 1 1 2
"chr4_168311348" 27 46 48
"chr4_168340195" 10 15 14
"chr4_168343992" 8 11 12
"chr4_168350978" 2 2 2
"chr4_168352587" 6 7 7
"chr4_168354853" 4 5 4
"chr4_168380110" 3 5 6
"chr4_168425361" 2 3 2
"chr4_168445619" 3 4 3
"chr4_168477894" 1 1 2
"chr4_168494924" 1 1 2
"chr4_168517275" 2 2 2
"chr4_168525708" 1 1 1
"chr4_168530499" 1 1 2
"chr4_168564458" 2 2 3
"chr4_168579243" 1 1 3
"chr4_168585675" 2 2 2
"chr4_168591271" 1 1 3
"chr4_168620871" 3 3 3
"chr4_168623001" 1 1 1
"chr4_168624935" 4 5 10
"chr4_168629638" 1 2 3
"chr4_168634402" 2 3 3
"chr4_168641274" 2 3 2
"chr4_168672829" 12 13 12
"chr4_168683091" 2 2 2
"chr4_168691812" 4 5 6
"chr4_168700972" 6 8 9
"chr4_168707566" 1 1 2
"chr4_168718572" 1 1 2
"chr4_168723273" 2 3 3
"chr4_168728315" 1 1 1
"chr4_168732164" 6 7 9
"chr4_168752865" 1 1 1
"chr4_168756293" 1 1 2
"chr4_168766832" 2 2 2
"chr4_168771932" 8 12 11
"chr4_168780066" 35 42 44
"chr4_168787900" 20 24 20
"chr4_168793804" 10 12 12
"chr4_168799617" 1 1 1
"chr4_168804466" 1 1 3
"chr4_168807539" 2 3 2
"chr4_168826542" 5 7 6
"chr4_168830323" 3 5 7
"chr4_168833496" 3 4 3
"chr4_168863460" 15 21 20
"chr4_168870787" 1 2 2
"chr4_169056999" 3 3 4
"chr4_169104643" 1 1 1
"chr4_169110943" 1 1 1
"chr4_169114801" 1 1 1
"chr4_169118726" 1 1 1
"chr4_169146998" 2 3 2
"chr4_169212392" 4 5 5
"chr4_169230871" 2 2 2
"chr4_169235280" 1 1 1
"chr4_169253746" 2 3 2
"chr4_169257641" 2 3 4
"chr4_169264052" 7 8 8
